Column1,program,NCS직무분류,apply_option,직무코드,업종분류,관련자격증,훈련기간,훈련시간,평균연령대,주관부처,훈련유형,주야구분/주말여부
9589,"전산세무회계(전산회계1급, 전산회계2급, 전산세무2급) 자격증 취득과정모집중",회계·감사(02030201),회계·감사,2030201,3,"전산회계2급,전산회계1급",2024-02-27~2024-04-24(1회차),"40일,총120시간",-,광주고용센터,근로자직업능력개발훈련,야간/주중
9590,제과기능사자격증(실기)모집마감,제과(21020101),제과,21020101,10,제과기능사,2024-01-08~2024-02-28(1회차),"21일,총63시간",33,성남고용센터,근로자직업능력개발훈련,주간/주중
9591,요양보호사자격증취득과정(사회복지사자격 소지자)모집중,요양지원(06010108),요양지원,6010108,5,요양보호사,2024-02-17~2024-03-16(1회차),"8일,총50시간",-,인천북부고용센터,근로자직업능력개발훈련,-
9592,요양보호사 자격 취득 과정모집마감,요양지원(06010108),요양지원,6010108,5,요양보호사,2024-01-15~2024-03-13(1회차),"40일,총320시간",54,창원고용센터,실업자계좌제,주간/주중
9593,제빵기능사자격증 취득과정(실기)모집중,제빵(21020102),제빵,21020102,10,제빵기능사,2024-01-29~2024-03-25(1회차),"22일,총88시간",26,성남고용센터,실업자계좌제,주간/주중
9594,요양보호사 자격 취득 과정모집중,요양지원(06010108),요양지원,6010108,5,요양보호사,2024-02-05~2024-04-03(1회차),"40일,총320시간",-,창원고용센터,실업자계좌제,주간/주중
9595,한식조리기능사 (이론+실기)모집마감,한식조리(13010101),한식조리,13010101,10,한식조리기능사,2024-01-22~2024-02-27(1회차),"25일,총98시간",44,창원고용센터,실업자계좌제,주간/주중
9596,요양보호사자격증취득모집중,요양지원(06010108),요양지원,6010108,5,요양보호사,2024-01-26~2024-03-29(1회차),"40일,총320시간",58,통영고용,실업자계좌제,주간/주중
9597,타일기능사 자격증 취득과정모집중,타일시공(14030204),타일시공,14030204,1,타일기능사,2024-03-30~2024-06-08(1회차),"20일,총139시간",-,수원고용센터,근로자직업능력개발훈련,주간/주말
9598,친환경 도배실무+도배기능사모집마감,수장시공(14030209),수장시공,14030209,1,도배기능사,2024-01-20~2024-03-23(1회차),"17일,총136시간",40,수원고용센터,근로자직업능력개발훈련,주간/주말
9599,요양보호사 자격 취득 과정모집중,요양지원(06010108),요양지원,6010108,5,요양보호사,2024-01-29~2024-03-27(1회차),"40일,총320시간",56,창원고용센터,실업자계좌제,주간/주중
9600,에너지관리 이론(필기)(산업기사&기능사)모집중,보일러설치·정비(15050204),보일러설치·정비,15050204,12,"에너지관리기능사,에너지관리산업기사",2024-01-02~2024-02-19(1회차),"17일,총50시간",-,대구서부고용센터,근로자직업능력개발훈련,야간/주중
9601,온수 온돌기능사 자격증 취득과정모집중,보일러설치·정비(15050204),보일러설치·정비,15050204,12,온수온돌기능사,2024-03-09~2024-03-10(1회차),"2일,총16시간",-,대구서부고용센터,근로자직업능력개발훈련,주간/주말
9602,요양보호사 자격 취득 과정모집중,요양지원(06010108),요양지원,6010108,5,요양보호사,2024-01-29~2024-03-26(1회차),"40일,총320시간",57,서울동부고용센터,실업자계좌제,주간/주중
9603,"레벨업_전산세무회계자격증취득과정(전산회계2급,1급,전산세무2급) B모집마감",회계·감사(02030201),회계·감사,2030201,3,"전산회계1급,전산세무2급",2024-01-18~2024-03-08(1회차),"34일,총136시간",28,울산고용센터,실업자계좌제,주간/주중
9604,미용사(피부)국가자격증취득과정(실기)모집마감,피부미용(12010102),피부미용,12010102,10,미용사(피부),2024-01-08~2024-02-07(1회차),"23일,총162시간",32,인천고용센터,실업자계좌제,주간/주중
9605,요양보호사 자격 취득과정모집중,요양지원(06010108),요양지원,6010108,5,요양보호사,2024-01-30~2024-03-29(1회차),"40일,총320시간",61,서초고용센터,실업자계좌제,주간/주중
9606,레벨업_전산회계2급 D모집중,회계·감사(02030201),회계·감사,2030201,3,전산회계2급,2024-02-13~2024-04-04(1회차),"16일,총48시간",-,울산고용센터,근로자직업능력개발훈련,야간/주중
9607,레벨업_전산회계1급 E모집중,세무(02030202),세무,2030202,3,전산회계1급,2024-02-06~2024-04-04(1회차),"16일,총48시간",-,울산고용센터,근로자직업능력개발훈련,야간/주중
9608,요양보호사자격증취득과정모집마감,요양지원(06010108),요양지원,6010108,5,요양보호사,2024-01-18~2024-03-18(1회차),"40일,총320시간",56,대구고용센터,실업자계좌제,주간/주중
9609,"[포토샵&일러스트] 광고,영상,웹에 활용되는 콘텐츠제작 디자인모집마감",광고콘텐츠제작(08030204),광고콘텐츠제작,8030204,2,-,2024-01-02~2024-02-06(1회차),"13일,총39시간",28,인천북부고용센터,근로자직업능력개발훈련,야간/주중
9610,쉽게 배우고 따라해보는 캘리그라피모집마감,시각디자인(08020101),시각디자인,8020101,2,-,2024-01-11~2024-01-23(1회차),"8일,총24시간",49,인천북부고용센터,근로자직업능력개발훈련,주간/주중
9611,미용사(피부)국가자격증취득(실기)모집중,피부미용(12010102),피부미용,12010102,10,미용사(피부),2024-02-14~2024-03-15(1회차),"22일,총160시간",-,인천고용센터,근로자직업능력개발훈련,주간/주중
9612,컴퓨터활용능력 2급 실기모집중,사무행정(02020302),사무행정,2020302,3,컴퓨터활용능력2급,2024-02-19~2024-03-18(1회차),"20일,총40시간",-,인천북부고용센터,근로자직업능력개발훈련,야간/주중
9613,건축목공기능사 취득과정모집중,건축목공시공(14030201),건축목공시공,14030201,1,건축목공기능사,2024-02-17~2024-03-10(1회차),"9일,총65시간",-,대구고용센터,근로자직업능력개발훈련,"주간/주말,주중혼합"
9614,롤러+로더운전기능사 [통합]실기과정모집마감,롤러운전(14070103),롤러운전,14070103,1,"로더운전기능사,롤러운전기능사",2024-02-05~2024-02-22(1회차),"12일,총96시간",43,의정부고용센터,근로자직업능력개발훈련,주간/주중
9615,[포토샵] 카카오톡 이모티콘 만들기모집중,캐릭터콘텐츠제작(08030208),캐릭터콘텐츠제작,8030208,2,-,2024-02-03~2024-04-13(1회차),"8일,총39시간",29,인천북부고용센터,근로자직업능력개발훈련,주간/주말
9616,ITQ한글(2016버전) 취득모집중,사무행정(02020302),사무행정,2020302,3,정보기술자격(ITQ)-아래한글A,2024-02-19~2024-03-12(1회차),"16일,총32시간",-,인천북부고용센터,근로자직업능력개발훈련,야간/주중
9617,포토샵 & 일러스트 기초반모집마감,시각디자인(08020101),시각디자인,8020101,2,-,2024-01-04~2024-02-06(1회차),"10일,총30시간",31,인천북부고용센터,근로자직업능력개발훈련,야간/주중
9618,"레벨업_전산회계2급,1급 자격증 취득과정 F모집중",회계·감사(02030201),회계·감사,2030201,3,"전산회계2급,전산회계1급",2024-02-14~2024-04-01(1회차),"20일,총60시간",-,울산고용센터,근로자직업능력개발훈련,야간/주중
9619,산모신생아건강관리사양성교육모집마감,산후육아지원(07030102),산후육아지원,7030102,3,-,2024-01-15~2024-01-26(1회차),"10일,총60시간",-,대구고용센터,실업자계좌제,-
9620,"[프리미어+에프터이펙트]영상콘텐츠편집(유튜브,숏츠 영상편집)모집마감",방송콘텐츠제작(08030201),방송콘텐츠제작,8030201,2,-,2024-01-06~2024-03-09(1회차),"8일,총39시간",35,인천북부고용센터,근로자직업능력개발훈련,주간/주말
9621,ITQ엑셀(2016버전) 취득모집마감,사무행정(02020302),사무행정,2020302,3,정보기술자격(ITQ)-한글엑셀A,2024-01-15~2024-02-05(1회차),"16일,총32시간",47,인천북부고용센터,근로자직업능력개발훈련,야간/주중
9622,방수기능사 취득과정모집마감,방수시공(14030203),방수시공,14030203,1,방수기능사,2024-03-09~2024-03-14(1회차),"3일,총24시간",-,대구고용센터,근로자직업능력개발훈련,"주간/주말,주중혼합"
9623,웹퍼블리셔 기초실무활용(HTML5+CSS3+javascript+jQuery)모집마감,스마트문화앱콘텐츠제작(08030209),스마트문화앱콘텐츠제작,8030209,2,-,2024-01-20~2024-03-23(1회차),"8일,총60시간",34,인천북부고용센터,근로자직업능력개발훈련,주간/주말
9624,ITQ파워포인트(2016버전) 취득모집중,사무행정(02020302),사무행정,2020302,3,정보기술자격(ITQ)-한글파워포인트A,2024-02-19~2024-03-12(1회차),"16일,총32시간",-,인천북부고용센터,근로자직업능력개발훈련,야간/주중
9625,레벨업_전산세무2급취득과정 G모집중,세무(02030202),세무,2030202,3,전산세무2급,2024-02-26~2024-04-03(1회차),"16일,총68시간",-,울산고용센터,근로자직업능력개발훈련,야간/주중
9626,건축도장기능사 취득과정모집중,건축도장시공(14030205),건축도장시공,14030205,1,건축도장기능사,2024-03-04~2024-03-06(1회차),"3일,총24시간",-,대구고용센터,근로자직업능력개발훈련,주간/주중
9627,커피 바리스타 1급 자격취득 과정 (1급+SCA인터미디어트)모집중,커피관리(13010203),커피관리,13010203,10,"CSPBaristaskills/Intermediate,바리스타1급",2024-02-13~2024-03-07(1회차),"16일,총48시간",-,인천고용센터,근로자직업능력개발훈련,주간/주중
9628,"컴퓨터기초활용(윈도우10,인터넷&구글,스마트폰활용)모집중",사무행정(02020302),사무행정,2020302,3,-,2024-02-07~2024-02-22(1회차),"10일,총30시간",-,인천북부고용센터,근로자직업능력개발훈련,주간/주중
9629,[내선공사]전기기능사(필기+실기) 자격 취득 과정모집마감,내선공사(19010701),내선공사,19010701,13,전기기능사,2024-01-02~2024-04-03(1회차),"55일,총360시간",47,성남고용센터,국가기간전략산업직종훈련,주간/주중
9630,레벨업_전산세무1급취득과정(법인세 신고) H모집중,세무(02030202),세무,2030202,3,전산세무1급,2024-02-21~2024-04-03(1회차),"16일,총48시간",-,울산고용센터,근로자직업능력개발훈련,야간/주중
9631,조경(산업)기사취득  실기모집중,조경설계(14050101),조경설계,14050101,1,"조경기사,조경산업기사",2024-03-11~2024-04-25(1회차),"16일,총50시간",-,대구고용센터,근로자직업능력개발훈련,야간/주중
9632,UI/UX 웹퍼블리셔 입문활용(HTML5+CSS3+javascript+jQuery)모집중,응용SW엔지니어링(20010202),응용SW엔지니어링,20010202,18,-,2024-04-06~2024-06-01(1회차),"8일,총60시간",-,인천북부고용센터,근로자직업능력개발훈련,주간/주말
9633,(내선공사) 전기공사 기술인 양성교육 (A)모집중,내선공사(19010701),내선공사,19010701,13,-,2024-02-20~2024-06-18(1회차),"80일,총560시간",43,부산고용,국가기간전략산업직종훈련,주간/주중
9634,레벨업_홈택스를 활용한 종합소득세신고실무 I모집중,세무(02030202),세무,2030202,3,-,2024-01-07~2024-02-04(1회차),"5일,총39시간",-,울산고용센터,근로자직업능력개발훈련,-
9635,지게차운전기능사 자격취득반 주말반모집마감,지게차운전(14070401),지게차운전,14070401,1,지게차운전기능사,2024-01-13~2024-01-28(1회차),"6일,총42시간",38,부산동부고용,근로자직업능력개발훈련,주간/주말
9636,요양보호사 자격 취득 과정모집중,요양지원(06010108),요양지원,6010108,5,요양보호사,2024-01-24~2024-03-29(1회차),"45일,총320시간",55,창원고용센터,실업자계좌제,주간/주중
9637,[바리스타자격취득+음료제조+커피추출(드립)]_커피바리스타양성과정모집마감,커피관리(13010203),커피관리,13010203,10,바리스타,2024-01-03~2024-02-22(1회차),"35일,총140시간",41,전주고용센터,실업자계좌제,주간/주중
9638,컴초보도 하는 숏폼 콘텐츠 만들기(스마트폰 어플 활용) 디지털크리에이터 과정모집중,방송콘텐츠제작(08030201),방송콘텐츠제작,8030201,2,-,2024-02-05~2024-02-16(1회차),"8일,총24시간",-,인천북부고용센터,근로자직업능력개발훈련,주간/주중
9639,요양보호사 자격 취득 과정모집중,요양지원(06010108),요양지원,6010108,5,요양보호사,2024-02-19~2024-06-16(1회차),"70일,총320시간",-,창원고용센터,근로자직업능력개발훈련,야간/주중
9640,SW개발의 시작 파이썬프로그래밍기초(Python)모집중,응용SW엔지니어링(20010202),응용SW엔지니어링,20010202,18,-,2024-02-13~2024-03-21(1회차),"12일,총36시간",-,인천북부고용센터,근로자직업능력개발훈련,야간/주중
9641,요양보호사 자격 취득 과정모집중,요양지원(06010108),요양지원,6010108,5,요양보호사,2024-02-26~2024-04-23(1회차),"40일,총320시간",-,안양고용센터,실업자계좌제,-
9642,방수기능사 자격증 취득 교육(평일반)모집중,방수시공(14030203),방수시공,14030203,1,방수기능사,2024-01-30~2024-02-01(1회차),"3일,총21시간",38,인천북부고용센터,근로자직업능력개발훈련,주간/주중
9643,요양보호사 자격 취득 과정(신규자)모집중,요양지원(06010108),요양지원,6010108,5,요양보호사,2024-02-19~2024-04-12(1회차),"40일,총320시간",-,수원고용센터,실업자계좌제,주간/주중
9644,라떼아트+우유스티밍 초급모집중,커피관리(13010203),커피관리,13010203,10,라떼아트2급,2024-02-01~2024-02-16(1회차),"10일,총30시간",-,인천고용센터,근로자직업능력개발훈련,주간/주중
9645,친환경 건축시공모집중,건축목공시공(14030201),건축목공시공,14030201,1,-,2024-02-14~2024-06-26(1회차),"80일,총620시간",-,대구고용센터,국가기간전략산업직종훈련,주간/주중
9646,"레벨업_부가가치세신고서작성실무(수기,전산) J모집마감",세무(02030202),세무,2030202,3,-,2024-01-07~2024-01-28(1회차),"4일,총32시간",-,울산고용센터,근로자직업능력개발훈련,-
9647,라떼아트+우유스티밍 중급모집중,커피관리(13010203),커피관리,13010203,10,라떼아트1급,2024-03-06~2024-04-08(1회차),"10일,총30시간",-,인천고용센터,근로자직업능력개발훈련,야간/주중
9648,능력업_유튜브 활용 및 크리에이터_v01모집마감,광고콘텐츠제작(08030204),광고콘텐츠제작,8030204,2,-,2024-01-20~2024-03-02(1회차),"6일,총24시간",39,울산고용센터,근로자직업능력개발훈련,주간/주말
9649,"아파트경리실무+집합경리실무(XpERP, 관리소ERP1급, 집합건물ERP매니저2급, ERP마스터)모집마감",인사(02020201),인사,2020201,3,"관리소ERP운영사1급,ERP마스터",2024-01-16~2024-03-15(1회차),"34일,총200시간",44,평택고용센터,근로자직업능력개발훈련,"주간/주말,주중혼합"
9650,요양보호사 자격 취득 과정모집중,요양지원(06010108),요양지원,6010108,5,요양보호사,2024-02-19~2024-05-31(1회차),"70일,총320시간",-,서울남부고용센터,근로자직업능력개발훈련,"야간/주말,주중혼합"
9651,요양보호사 자격 취득 과정모집마감,요양지원(06010108),요양지원,6010108,5,요양보호사,2024-01-24~2024-03-22(1회차),"40일,총320시간",60,원주고용센터,실업자계좌제,주간/주중
9652,"에너지관리 기능장&배관 기능장,산업기사 실기(작업형)모집중",보일러설치·정비(15050204),보일러설치·정비,15050204,12,"에너지관리기능장,에너지관리산업기사",2024-02-05~2024-03-15(1회차),"21일,총64시간",-,대구서부고용센터,근로자직업능력개발훈련,야간/주중
9653,수전사 커스텀페인팅 디자인 활용모집중,금속도장(16010402),금속도장,16010402,15,-,2024-02-14~2024-03-21(1회차),"22일,총132시간",-,부산북부고용센터,근로자직업능력개발훈련,주간/주중
9654,중식조리기능사 취득과정(실기)&한식조리(실기)모집마감,중식조리(13010103),중식조리,13010103,10,중식조리기능사,2024-01-09~2024-02-05(1회차),"20일,총80시간",46,김해고용,실업자계좌제,주간/주중
9655,한식조리기능사 취득과정(이론+실기)모집마감,한식조리(13010101),한식조리,13010101,10,한식조리기능사,2024-01-22~2024-02-22(1회차),"22일,총88시간",51,김해고용,실업자계좌제,주간/주중
9656,3D그래픽& 3D영상 모션그래픽 & 영상포트폴리오제작모집중,광고콘텐츠제작(08030204),광고콘텐츠제작,8030204,2,-,2024-03-08~2024-05-03(1회차),"40일,총200시간",-,대구서부고용센터,실업자계좌제,주야혼합/주중
9657,요양보호사 자격 취득 과정모집중,요양지원(06010108),요양지원,6010108,5,요양보호사,2024-02-19~2024-06-16(1회차),"40일,총320시간",-,원주고용센터,근로자직업능력개발훈련,-
9658,요양보호사 자격 취득 과정모집중,요양지원(06010108),요양지원,6010108,5,요양보호사,2024-02-01~2024-04-01(1회차),"40일,총320시간",54,영주고용센터,실업자계좌제,주간/주중
9659,"레벨업_인사,노무실무(노동법,근로시간,급여,수당,퇴직금,연차,4대보험,원천징수)모집중",인사(02020201),인사,2020201,3,-,2024-03-05~2024-04-04(1회차),"10일,총30시간",-,울산고용센터,근로자직업능력개발훈련,야간/주중
9660,(인스타그램+블로그) SNS 소셜 전략적인 홍보마케팅 실무 과정모집중,전자상거래(10030102),전자상거래,10030102,4,-,2024-01-24~2024-02-06(1회차),"10일,총30시간",-,인천북부고용센터,근로자직업능력개발훈련,"★부평역바로앞위치:지하상가21번,22번출구앞!★수업일정:월~금14:30~17:301일3시간총10일(30시간수업)★구직자,재직자,일반모두참여가능☎032-219-0800☎카톡채널:인컴트랜드검색시채널추가하시면바로상담가능합니다^^"
9661,그래픽스운용기능사&웹디자인기능사자격증과정모집중,시각디자인(08020101),시각디자인,8020101,2,"웹디자인기능사,컴퓨터그래픽스운용기능사",2024-01-31~2024-03-29(1회차),"40일,총200시간",23,대구서부고용센터,근로자직업능력개발훈련,주야혼합/주중
9662,요양보호사자격증표준반모집마감,요양지원(06010108),요양지원,6010108,5,요양보호사1급,2024-01-15~2024-03-14(1회차),"40일,총320시간",55,춘천고용,실업자계좌제,주간/주중
9663,수장시공 (도배기능사 & 인테리어필름)모집중,수장시공(14030209),수장시공,14030209,1,-,2024-02-13~2024-03-22(1회차),"28일,총220시간",35,고양고용센터,실업자계좌제,주간/주중
9664,실무에강한 웹디자인(웹퍼블리셔) 포트폴리오제작과정모집중,스마트문화앱콘텐츠제작(08030209),스마트문화앱콘텐츠제작,8030209,2,-,2024-04-01~2024-05-29(1회차),"40일,총200시간",-,대구서부고용센터,실업자계좌제,-
9665,합격_직업상담사2급 자격 취득(필기+실기)모집마감,직업상담(07020101),직업상담,7020101,3,직업상담사2급,2024-01-08~2024-03-15(1회차),"45일,총180시간",37,울산고용센터,실업자계좌제,주간/주중
9666,전산응용건축제도기능사실기(CAD-기초부터 실무까지)모집마감,실내건축설계(14030104),실내건축설계,14030104,1,전산응용건축제도기능사,2024-01-11~2024-02-27(1회차),"17일,총42시간",34,평택고용센터,근로자직업능력개발훈련,야간/주중
9667,전산회계1급(FAT) + 전산세무2급(TAT) + 전산세무1급(TAT) 취득모집중,세무(02030202),세무,2030202,3,"전산세무2급,전산세무1급",2024-02-19~2024-04-29(1회차),"50일,총250시간",-,서울관악고용센터,실업자계좌제,-
9668,(실기)중식조리기능사모집마감,중식조리(13010103),중식조리,13010103,10,중식조리기능사,2024-01-03~2024-02-07(1회차),"16일,총48시간",41,대구서부고용센터,근로자직업능력개발훈련,주간/주중
9669,3톤미만 굴착기 건설기계조종사면허 취득반 주말반모집마감,굴착기운전(14070106),굴착기운전,14070106,1,3톤미만굴삭기,2024-01-13~2024-01-28(1회차),"6일,총36시간",-,부산동부고용,근로자직업능력개발훈련,-
9670,(열.냉동기계)열.냉동 및 안전(가스)모집중,냉동공조설치(15050202),냉동공조설치,15050202,12,"에너지관리기능사,공조냉동기계기능사",2024-04-01~2024-08-27(1회차),"100일,총700시간",33,구미고용센터,국가기간전략산업직종훈련,주간/주중
9671,중식조리기능사 취득과정(실기)&한식조리(실기)모집중,중식조리(13010103),중식조리,13010103,10,중식조리기능사,2024-02-20~2024-04-02(1회차),"25일,총75시간",-,김해고용,근로자직업능력개발훈련,야간/주중
9672,간호조무사자격증 취득과정 1(주간)모집중,감염관리(06020403),감염관리,6020403,5,간호조무사,2024-03-13~2025-03-07(1회차),"222일,총1520시간",-,수원고용센터,실업자계좌제,주간/주중
9673,"요양보호사 자격증 취득과정(주간,야간)모집중",요양지원(06010108),요양지원,6010108,5,요양보호사,2024-02-05~2024-03-31(1회차),"40일,총320시간",-,수원고용센터,실업자계좌제,주간/주중
9674,굴착기+로더운전원[통합] 양성실기과정모집마감,굴착기운전(14070106),굴착기운전,14070106,1,"로더운전기능사,굴착기운전기능사",2024-02-05~2024-03-05(1회차),"20일,총160시간",-,의정부고용센터,실업자계좌제,주간/주중
9675,요양보호사 자격 취득 과정모집중,요양지원(06010108),요양지원,6010108,5,요양보호사,2024-02-19~2024-04-19(1회차),"40일,총320시간",-,서울고용,근로자직업능력개발훈련,"주간/주말,주중혼합"
9676,요양보호사 자격증취득과정(사회복지사)모집중,요양지원(06010108),요양지원,6010108,5,요양보호사,2024-02-17~2024-03-16(1회차),"7일,총50시간",-,수원고용센터,근로자직업능력개발훈련,주간/주말
9677,컴퓨터활용능력2급+ITQ(한글/파포):실업자+근로자모집중,총무(02020101),총무,2020101,3,"ITQ한글,컴퓨터활용능력2급",2024-02-01~2024-03-25(1회차),"35일,총140시간",-,대구고용센터,근로자직업능력개발훈련,주간/주중
9678,"UP_포토샵 GTQ1,2급취득과정모집중",시각디자인(08020101),시각디자인,8020101,2,"그래픽기술자격(GTQ)-2급,그래픽기술자격(GTQ)-1급",2024-02-06~2024-03-19(1회차),"13일,총39시간",-,울산고용센터,근로자직업능력개발훈련,야간/주중
9679,공조냉동 및 에너지관리모집마감,냉동공조설치(15050202),냉동공조설치,15050202,12,"에너지관리기능사,공조냉동기계기능사",2024-01-08~2024-04-04(1회차),"60일,총180시간",55,구미고용센터,실업자계좌제,주야혼합/주중
9680,"UP_일러스트 GTQi1,2급 취득과정모집중",시각디자인(08020101),시각디자인,8020101,2,"그래픽기술자격일러스트(GTQi)2급,그래픽기술자격일러스트(GTQi)1급",2024-02-07~2024-03-13(1회차),"13일,총39시간",-,울산고용센터,근로자직업능력개발훈련,야간/주중
9681,전산회계1급 자격 취득(이론+실기)모집중,회계·감사(02030201),회계·감사,2030201,3,"전산회계2급,전산회계1급",2024-03-25~2024-06-04(1회차),"40일,총120시간",35,통영고용,근로자직업능력개발훈련,야간/주중
9682,"초보자를 위한 기초부터 전산회계1급+전산세무2급(더존 FAT1급, TAT2급) 자격증취득모집중",세무(02030202),세무,2030202,3,"전산세무2급,전산회계1급",2024-01-30~2024-03-15(1회차),"29일,총174시간",-,평택고용센터,실업자계좌제,주간/주중
9683,[커피]홈카페(브루잉 실무) 마스터과정모집중,커피관리(13010203),커피관리,13010203,10,홈카페마스터,2024-02-20~2024-05-07(1회차),"23일,총69시간",-,광주고용센터,근로자직업능력개발훈련,야간/주중
9684,요양보호사 자격취득 과정(신규반)모집중,요양지원(06010108),요양지원,6010108,5,요양보호사,2024-02-01~2024-04-01(1회차),"40일,총320시간",60,서울북부고용센터,실업자계좌제,주간/주중
9685,기초부터 전산회계1급(FAT)+전산세무2급(TAT)취득모집중,회계·감사(02030201),회계·감사,2030201,3,"전산회계1급,전산세무2급",2024-02-05~2024-04-11(1회차),"43일,총170시간",27,김해고용,실업자계좌제,주간/주중
9686,한식조리기능사  과정(실기)모집마감,한식조리(13010101),한식조리,13010101,10,한식조리기능사,2024-01-23~2024-03-19(1회차),"24일,총72시간",29,부산동부고용,근로자직업능력개발훈련,야간/주중
9687,전산세무2급 자격 취득(이론+실기)모집중,세무(02030202),세무,2030202,3,"전산회계1급,전산세무2급",2024-02-14~2024-05-02(1회차),"45일,총135시간",44,통영고용,근로자직업능력개발훈련,야간/주중
9688,한식조리기능사 과정(이론+실기)모집마감,한식조리(13010101),한식조리,13010101,10,한식조리기능사,2024-01-08~2024-02-15(1회차),"27일,총105시간",49,부산동부고용,근로자직업능력개발훈련,주간/주중
9689,양식조리기능사 과정(실기)모집마감,양식조리(13010102),양식조리,13010102,10,양식조리기능사,2024-01-16~2024-03-12(1회차),"24일,총72시간",-,부산동부고용,근로자직업능력개발훈련,-
9690,요양보호사 자격취득 과정(사회복지사 자격 소지사반)모집중,요양지원(06010108),요양지원,6010108,5,요양보호사,2024-02-21~2024-03-09(1회차),"13일,총50시간",-,서울북부고용센터,근로자직업능력개발훈련,"주야혼합/주말,주중혼합"
9691,중식조리기능사 과정(실기)모집중,중식조리(13010103),중식조리,13010103,10,중식조리기능사,2024-02-15~2024-04-19(1회차),"19일,총57시간",-,부산동부고용,근로자직업능력개발훈련,야간/주중
9692,반찬조리&김치 실무모집중,한식조리(13010101),한식조리,13010101,10,-,2024-01-30~2024-02-14(1회차),"10일,총40시간",47,부산동부고용,근로자직업능력개발훈련,주간/주중
9693,혼밥&일품요리모집중,한식조리(13010101),한식조리,13010101,10,-,2024-02-15~2024-02-28(1회차),"10일,총40시간",55,부산동부고용,근로자직업능력개발훈련,주간/주중
9694,떡제조기능사모집중,떡제조(21020103),떡제조,21020103,10,떡제조기능사,2024-03-06~2024-03-26(1회차),"15일,총60시간",-,부산동부고용,근로자직업능력개발훈련,주간/주중
9695,자바기반 백엔드 개발자 양성과정A모집중,응용SW엔지니어링(20010202),응용SW엔지니어링,20010202,18,-,2024-01-25~2024-05-08(1회차),"70일,총280시간",24,서울북부고용센터,실업자계좌제,주간/주중
9696,"[커피] 카페 취창업을 위한 바리스타 실전(2급자격증,시그니처메뉴)모집중",커피관리(13010203),커피관리,13010203,10,바리스타2급,2024-02-20~2024-04-09(1회차),"35일,총140시간",-,광주고용센터,실업자계좌제,주간/주중
9697,ITQ(한글/엑셀)+컴퓨터활용능력2급모집중,총무(02020101),총무,2020101,3,"ITQ한글,컴퓨터활용능력2급",2024-03-04~2024-04-22(1회차),"35일,총140시간",-,대구고용센터,실업자계좌제,주간/주중
9698,[음식조리] 중식&일식조리기능사(실기)모집중,중식조리(13010103),중식조리,13010103,10,"일식조리기능사,중식조리기능사",2024-03-19~2024-05-17(1회차),"40일,총117시간",-,광주고용센터,실업자계좌제,주간/주중
9699,[음식조리] 고급 일품요리(한식 상차림)모집중,한식조리(13010101),한식조리,13010101,10,-,2024-03-23~2024-06-08(1회차),"12일,총60시간",-,광주고용센터,근로자직업능력개발훈련,주간/주말
9700,[떡제조] 떡제조기능사(실기) 자격취득모집중,떡제조(21020103),떡제조,21020103,10,떡제조기능사,2024-03-30~2024-05-25(1회차),"9일,총50시간",-,광주고용센터,근로자직업능력개발훈련,주간/주말
9701,퍼펙트_컴퓨터활용능력1급 자격증(실기) C모집중,사무행정(02020302),사무행정,2020302,3,컴퓨터활용능력1급,2024-01-25~2024-02-23(1회차),"20일,총60시간",27,울산고용센터,근로자직업능력개발훈련,주간/주중
9702,퍼펙트_컴퓨터활용능력2급 자격증(실기+필기)(60) A모집중,사무행정(02020302),사무행정,2020302,3,컴퓨터활용능력2급,2024-02-26~2024-03-25(1회차),"20일,총80시간",-,울산고용센터,근로자직업능력개발훈련,주간/주중
9703,자동차정비기능사 취득 및 실무자 양성과정모집마감,자동차엔진정비(15060302),자동차엔진정비,15060302,12,자동차정비기능사,2024-01-15~2024-06-14(1회차),"102일,총749시간",31,인천고용센터,국가기간전략산업직종훈련,주간/주중
9704,요양보호사 자격 취득 과정모집마감,요양지원(06010108),요양지원,6010108,5,요양보호사,2024-01-22~2024-03-20(1회차),"40일,총320시간",60,서울동부고용센터,근로자직업능력개발훈련,주간/주중
9705,"퍼펙트_ITQ(한글,엑셀,파워포인트)+컴활2급(필기+실기)자격증 취득과정 B모집중",사무행정(02020302),사무행정,2020302,3,"컴퓨터활용능력2급,정보기술자격(ITQ)",2024-01-26~2024-02-26(1회차),"20일,총120시간",34,울산고용센터,근로자직업능력개발훈련,주간/주중
9706,카페브런치요리모집중,양식조리(13010102),양식조리,13010102,10,-,2024-02-14~2024-03-06(1회차),"9일,총36시간",-,대구서부고용센터,근로자직업능력개발훈련,주간/주중
9707,한식조리기능사 취득과정(이론+실기)모집중,한식조리(13010101),한식조리,13010101,10,한식조리기능사,2024-02-14~2024-04-03(1회차),"22일,총66시간",-,김해고용,근로자직업능력개발훈련,주간/주중
9708,천연발효종을 이용한 웰빙건강빵모집마감,제빵(21020102),제빵,21020102,10,-,2024-01-02~2024-03-14(1회차),"22일,총64시간",42,성남고용센터,실업자계좌제,야간/주중
9709,퍼펙트_컴퓨터활용능력2급 자격증(실기+필기)(39) D모집중,사무행정(02020302),사무행정,2020302,3,컴퓨터활용능력2급,2024-02-14~2024-03-15(1회차),"13일,총59시간",-,울산고용센터,근로자직업능력개발훈련,야간/주중
